,class,mean_cases,population,ratio,state,date
20484,red,11,623347,1.7646671917888432,Vermont,2020-03-27
22620,red,103,5832655,1.7659196369406385,Wisconsin,2020-04-02
16726,red,75,4241507,1.7682394488562674,Oregon,2020-06-11
16725,red,75,4241507,1.7682394488562674,Oregon,2020-06-10
5267,red,25,1407006,1.776822557970613,Hawaii,2020-07-24
5260,red,25,1407006,1.776822557970613,Hawaii,2020-07-17
5264,red,25,1407006,1.776822557970613,Hawaii,2020-07-21
5261,red,25,1407006,1.776822557970613,Hawaii,2020-07-18
5263,red,25,1407006,1.776822557970613,Hawaii,2020-07-20
5259,red,25,1407006,1.776822557970613,Hawaii,2020-07-16
5262,red,25,1407006,1.776822557970613,Hawaii,2020-07-19
8731,yellow,24,1350141,1.7775921181565482,Maine,2020-09-18
8726,yellow,24,1350141,1.7775921181565482,Maine,2020-09-13
8724,yellow,24,1350141,1.7775921181565482,Maine,2020-09-11
8596,red,24,1350141,1.7775921181565482,Maine,2020-05-06
8723,yellow,24,1350141,1.7775921181565482,Maine,2020-09-10
8722,yellow,24,1350141,1.7775921181565482,Maine,2020-09-09
8721,yellow,24,1350141,1.7775921181565482,Maine,2020-09-08
8720,yellow,24,1350141,1.7775921181565482,Maine,2020-09-07
8718,yellow,24,1350141,1.7775921181565482,Maine,2020-09-05
8713,yellow,24,1350141,1.7775921181565482,Maine,2020-08-31
8712,yellow,24,1350141,1.7775921181565482,Maine,2020-08-30
8665,yellow,24,1350141,1.7775921181565482,Maine,2020-07-14
8664,yellow,24,1350141,1.7775921181565482,Maine,2020-07-13
8597,red,24,1350141,1.7775921181565482,Maine,2020-05-07
536,red,13,731158,1.7780014716381414,Alaska,2020-06-09
4722,green,3,168485,1.7805739383327892,Guam,2020-03-27
4810,green,3,168485,1.7805739383327892,Guam,2020-06-23
4811,green,3,168485,1.7805739383327892,Guam,2020-06-24
5056,green,3,168485,1.7805739383327892,Guam,2021-02-24
5057,green,3,168485,1.7805739383327892,Guam,2021-02-25
4812,green,3,168485,1.7805739383327892,Guam,2020-06-25
5059,green,3,168485,1.7805739383327892,Guam,2021-02-27
5060,green,3,168485,1.7805739383327892,Guam,2021-02-28
4723,green,3,168485,1.7805739383327892,Guam,2020-03-28
4725,green,3,168485,1.7805739383327892,Guam,2020-03-30
5109,green,3,168485,1.7805739383327892,Guam,2021-04-18
5058,green,3,168485,1.7805739383327892,Guam,2021-02-26
5108,green,3,168485,1.7805739383327892,Guam,2021-04-17
5064,green,3,168485,1.7805739383327892,Guam,2021-03-04
4852,green,3,168485,1.7805739383327892,Guam,2020-08-04
4833,green,3,168485,1.7805739383327892,Guam,2020-07-16
5110,green,3,168485,1.7805739383327892,Guam,2021-04-19
5105,green,3,168485,1.7805739383327892,Guam,2021-04-14
5065,green,3,168485,1.7805739383327892,Guam,2021-03-05
4849,green,3,168485,1.7805739383327892,Guam,2020-08-01
4850,green,3,168485,1.7805739383327892,Guam,2020-08-02
4851,green,3,168485,1.7805739383327892,Guam,2020-08-03
4853,green,3,168485,1.7805739383327892,Guam,2020-08-05
5106,green,3,168485,1.7805739383327892,Guam,2021-04-15
4832,green,3,168485,1.7805739383327892,Guam,2020-07-15
5107,green,3,168485,1.7805739383327892,Guam,2021-04-16
4808,green,3,168485,1.7805739383327892,Guam,2020-06-21
4809,green,3,168485,1.7805739383327892,Guam,2020-06-22
21759,red,137,7693612,1.7806980648361264,Washington,2020-03-24
1326,red,54,3030522,1.7818712419840543,Arkansas,2020-04-08
10284,red,101,5657342,1.7852906895146166,Minnesota,2020-04-20
10689,red,53,2966786,1.7864449946844836,Mississippi,2020-03-30
8127,red,83,4645318,1.7867452777183392,Louisiana,2020-03-24
7716,red,80,4477251,1.7868107014773127,Kentucky,2020-04-08
17544,red,57,3189068,1.787356055123315,Puerto Rico,2020-05-08
22216,red,32,1784787,1.792931033226934,West Virginia,2020-04-24
22202,red,32,1784787,1.792931033226934,West Virginia,2020-04-10
22215,red,32,1784787,1.792931033226934,West Virginia,2020-04-23
17931,red,19,1057125,1.7973276575617831,Rhode Island,2020-03-30
9407,red,124,6893574,1.7987766577975373,Massachusetts,2020-03-26
11118,red,111,6151548,1.8044238620912978,Missouri,2020-04-02
19643,red,530,29360759,1.8051304463893458,Texas,2020-04-07
5602,red,33,1826913,1.8063257527862573,Idaho,2020-04-24
11978,red,35,1937552,1.8064031313740225,Nebraska,2020-04-10
1327,red,55,3030522,1.8148688575763516,Arkansas,2020-04-09
20063,red,59,3249879,1.8154522060667488,Utah,2020-04-01
3874,red,396,21733312,1.822087678122874,Florida,2020-03-31
3022,red,18,986809,1.8240611911727598,Delaware,2020-03-31
14962,red,14,765309,1.8293264550658623,North Dakota,2020-04-12
14958,red,14,765309,1.8293264550658623,North Dakota,2020-04-08
14959,red,14,765309,1.8293264550658623,North Dakota,2020-04-09
12983,yellow,25,1366275,1.8297926844888475,New Hampshire,2020-09-10
12959,yellow,25,1366275,1.8297926844888475,New Hampshire,2020-08-17
12919,yellow,25,1366275,1.8297926844888475,New Hampshire,2020-07-08
12916,yellow,25,1366275,1.8297926844888475,New Hampshire,2020-07-05
12917,yellow,25,1366275,1.8297926844888475,New Hampshire,2020-07-06
12918,yellow,25,1366275,1.8297926844888475,New Hampshire,2020-07-07
12954,yellow,25,1366275,1.8297926844888475,New Hampshire,2020-08-12
12920,yellow,25,1366275,1.8297926844888475,New Hampshire,2020-07-09
897,red,136,7421401,1.832538088158826,Arizona,2020-04-05
1747,red,723,39368078,1.8365133294035845,California,2020-04-03
1328,red,56,3030522,1.847866473168649,Arkansas,2020-04-10
22217,red,33,1784787,1.8489601280152759,West Virginia,2020-04-25
22249,red,33,1784787,1.8489601280152759,West Virginia,2020-05-27
17555,red,59,3189068,1.8500703026715015,Puerto Rico,2020-05-19
17553,red,59,3189068,1.8500703026715015,Puerto Rico,2020-05-17
17547,red,59,3189068,1.8500703026715015,Puerto Rico,2020-05-11
13678,red,39,2106319,1.8515713906583,New Mexico,2020-04-06
8719,yellow,25,1350141,1.851658456413071,Maine,2020-09-06
8725,yellow,25,1350141,1.851658456413071,Maine,2020-09-12
8727,yellow,25,1350141,1.851658456413071,Maine,2020-09-14
5643,red,34,1826913,1.8610628968100835,Idaho,2020-06-04
6430,red,126,6754953,1.8652979524802022,Indiana,2020-03-31
10285,red,106,5657342,1.8736714167183106,Minnesota,2020-04-21
21345,red,161,8590563,1.8741495755284026,Virginia,2020-04-05
17079,red,240,12783254,1.877456240797531,Pennsylvania,2020-03-30
17554,red,60,3189068,1.8814274264455948,Puerto Rico,2020-05-18
8987,red,114,6055802,1.8824921950882807,Maryland,2020-04-01
21130,green,2,106235,1.8826187226431967,Virgin Islands,2020-11-02
21129,green,2,106235,1.8826187226431967,Virgin Islands,2020-11-01
21107,green,2,106235,1.8826187226431967,Virgin Islands,2020-10-10
21128,green,2,106235,1.8826187226431967,Virgin Islands,2020-10-31
20915,green,2,106235,1.8826187226431967,Virgin Islands,2020-04-01
20914,green,2,106235,1.8826187226431967,Virgin Islands,2020-03-31
21131,green,2,106235,1.8826187226431967,Virgin Islands,2020-11-03
21012,green,2,106235,1.8826187226431967,Virgin Islands,2020-07-07
20917,green,2,106235,1.8826187226431967,Virgin Islands,2020-04-03
20919,green,2,106235,1.8826187226431967,Virgin Islands,2020-04-05
21105,green,2,106235,1.8826187226431967,Virgin Islands,2020-10-08
21106,green,2,106235,1.8826187226431967,Virgin Islands,2020-10-09
20922,green,2,106235,1.8826187226431967,Virgin Islands,2020-04-08
21009,green,2,106235,1.8826187226431967,Virgin Islands,2020-07-04
20924,green,2,106235,1.8826187226431967,Virgin Islands,2020-04-10
20923,green,2,106235,1.8826187226431967,Virgin Islands,2020-04-09
21010,green,2,106235,1.8826187226431967,Virgin Islands,2020-07-05
21011,green,2,106235,1.8826187226431967,Virgin Islands,2020-07-06
20926,green,2,106235,1.8826187226431967,Virgin Islands,2020-04-12
20927,green,2,106235,1.8826187226431967,Virgin Islands,2020-04-13
20925,green,2,106235,1.8826187226431967,Virgin Islands,2020-04-11
20918,green,2,106235,1.8826187226431967,Virgin Islands,2020-04-04
7289,red,55,2913805,1.8875662578655743,Kansas,2020-04-07
23073,green,11,582328,1.8889697902213185,Wyoming,2020-04-29
23075,green,11,582328,1.8889697902213185,Wyoming,2020-05-01
23080,green,11,582328,1.8889697902213185,Wyoming,2020-05-06
23049,red,11,582328,1.8889697902213185,Wyoming,2020-04-05
23120,green,11,582328,1.8889697902213185,Wyoming,2020-06-15
23076,green,11,582328,1.8889697902213185,Wyoming,2020-05-02
23077,green,11,582328,1.8889697902213185,Wyoming,2020-05-03
23078,green,11,582328,1.8889697902213185,Wyoming,2020-05-04
23098,green,11,582328,1.8889697902213185,Wyoming,2020-05-24
23085,green,11,582328,1.8889697902213185,Wyoming,2020-05-11
23105,green,11,582328,1.8889697902213185,Wyoming,2020-05-31
23095,green,11,582328,1.8889697902213185,Wyoming,2020-05-21
23096,green,11,582328,1.8889697902213185,Wyoming,2020-05-22
23091,green,11,582328,1.8889697902213185,Wyoming,2020-05-17
23097,green,11,582328,1.8889697902213185,Wyoming,2020-05-23
10286,red,107,5657342,1.8913475621590492,Minnesota,2020-04-22
14532,red,201,10600823,1.8960792006431952,North Carolina,2020-04-08
6863,red,60,3163561,1.896596904564192,Iowa,2020-04-07
7717,red,85,4477251,1.8984863703196446,Kentucky,2020-04-09
12913,yellow,26,1366275,1.9029843918684013,New Hampshire,2020-07-02
12958,yellow,26,1366275,1.9029843918684013,New Hampshire,2020-08-16
12822,red,26,1366275,1.9029843918684013,New Hampshire,2020-04-02
12914,yellow,26,1366275,1.9029843918684013,New Hampshire,2020-07-03
12956,yellow,26,1366275,1.9029843918684013,New Hampshire,2020-08-14
12955,yellow,26,1366275,1.9029843918684013,New Hampshire,2020-08-13
12939,yellow,26,1366275,1.9029843918684013,New Hampshire,2020-07-28
12915,yellow,26,1366275,1.9029843918684013,New Hampshire,2020-07-04
22279,red,34,1784787,1.9049892228036174,West Virginia,2020-06-26
22204,red,34,1784787,1.9049892228036174,West Virginia,2020-04-12
22280,red,34,1784787,1.9049892228036174,West Virginia,2020-06-27
2693,yellow,68,3557006,1.9117201376663409,Connecticut,2020-07-06
17546,red,61,3189068,1.9127845502196879,Puerto Rico,2020-05-10
17550,red,61,3189068,1.9127845502196879,Puerto Rico,2020-05-14
1329,red,58,3030522,1.9138617043532435,Arkansas,2020-04-11
1330,red,58,3030522,1.9138617043532435,Arkansas,2020-04-12
537,red,14,731158,1.9147708156103058,Alaska,2020-06-10
15806,red,224,11693217,1.9156404948270436,Ohio,2020-04-04
5647,red,35,1826913,1.9158000408339095,Idaho,2020-06-08
5268,red,27,1407006,1.9189683626082619,Hawaii,2020-07-25
22621,red,112,5832655,1.9202232945373934,Wisconsin,2020-04-03
14533,red,204,10600823,1.924378890205034,North Carolina,2020-04-09
20695,green,12,623347,1.9250914819514653,Vermont,2020-10-24
8583,red,26,1350141,1.925724794669594,Maine,2020-04-23
8732,yellow,26,1350141,1.925724794669594,Maine,2020-09-19
8663,yellow,26,1350141,1.925724794669594,Maine,2020-07-12
8730,yellow,26,1350141,1.925724794669594,Maine,2020-09-17
8729,yellow,26,1350141,1.925724794669594,Maine,2020-09-16
8728,yellow,26,1350141,1.925724794669594,Maine,2020-09-15
8586,red,26,1350141,1.925724794669594,Maine,2020-04-26
8582,red,26,1350141,1.925724794669594,Maine,2020-04-22
8717,yellow,26,1350141,1.925724794669594,Maine,2020-09-04
8733,yellow,26,1350141,1.925724794669594,Maine,2020-09-20
8584,red,26,1350141,1.925724794669594,Maine,2020-04-24
8564,red,26,1350141,1.925724794669594,Maine,2020-04-04
8581,red,26,1350141,1.925724794669594,Maine,2020-04-21
4300,red,208,10710017,1.942107094694621,Georgia,2020-03-31
17548,red,62,3189068,1.9441416739937811,Puerto Rico,2020-05-12
17545,red,62,3189068,1.9441416739937811,Puerto Rico,2020-05-09
17559,red,62,3189068,1.9441416739937811,Puerto Rico,2020-05-23
17556,red,62,3189068,1.9441416739937811,Puerto Rico,2020-05-20
15588,green,1,51433,1.9442770205898938,Northern Mariana Islands,2020-10-29
15587,green,1,51433,1.9442770205898938,Northern Mariana Islands,2020-10-28
15586,green,1,51433,1.9442770205898938,Northern Mariana Islands,2020-10-27
15577,green,1,51433,1.9442770205898938,Northern Mariana Islands,2020-10-18
1331,red,59,3030522,1.9468593199455408,Arkansas,2020-04-13
1358,red,59,3030522,1.9468593199455408,Arkansas,2020-05-10
7290,red,57,2913805,1.956205030878868,Kansas,2020-04-08
16727,red,83,4241507,1.9568516567342693,Oregon,2020-06-12
16296,red,78,3980783,1.9594135123667882,Oklahoma,2020-06-07
14963,red,15,765309,1.9599926304277098,North Dakota,2020-04-13
14961,red,15,765309,1.9599926304277098,North Dakota,2020-04-11
14966,red,15,765309,1.9599926304277098,North Dakota,2020-04-16
14965,red,15,765309,1.9599926304277098,North Dakota,2020-04-15
14960,red,15,765309,1.9599926304277098,North Dakota,2020-04-10
14964,red,15,765309,1.9599926304277098,North Dakota,2020-04-14
22251,red,35,1784787,1.9610183175919593,West Virginia,2020-05-29
22258,red,35,1784787,1.9610183175919593,West Virginia,2020-06-05
22206,red,35,1784787,1.9610183175919593,West Virginia,2020-04-14
22205,red,35,1784787,1.9610183175919593,West Virginia,2020-04-13
22250,red,35,1784787,1.9610183175919593,West Virginia,2020-05-28
10287,red,111,5657342,1.9620521439220044,Minnesota,2020-04-23
2700,yellow,70,3557006,1.96794720053888,Connecticut,2020-07-13
6002,red,248,12587530,1.9702038445985828,Illinois,2020-03-29
5645,red,36,1826913,1.9705371848577353,Idaho,2020-06-06
5646,red,36,1826913,1.9705371848577353,Idaho,2020-06-07
5579,red,36,1826913,1.9705371848577353,Idaho,2020-04-01
19644,red,579,29360759,1.9720198650177947,Texas,2020-04-08
17558,red,63,3189068,1.9754987977678744,Puerto Rico,2020-05-22
17551,red,63,3189068,1.9754987977678744,Puerto Rico,2020-05-15
12936,yellow,27,1366275,1.9761760992479551,New Hampshire,2020-07-25
12937,yellow,27,1366275,1.9761760992479551,New Hampshire,2020-07-26
12984,yellow,27,1366275,1.9761760992479551,New Hampshire,2020-09-11
12938,yellow,27,1366275,1.9761760992479551,New Hampshire,2020-07-27
12957,yellow,27,1366275,1.9761760992479551,New Hampshire,2020-08-15
16297,red,79,3980783,1.9845341984227727,Oklahoma,2020-06-08
16298,red,79,3980783,1.9845341984227727,Oklahoma,2020-06-09
16233,red,79,3980783,1.9845341984227727,Oklahoma,2020-04-05
10690,red,59,2966786,1.9886840506865004,Mississippi,2020-03-31
2692,yellow,71,3557006,1.9960607319751498,Connecticut,2020-07-05
2592,red,71,3557006,1.9960607319751498,Connecticut,2020-03-27
8644,red,27,1350141,1.9997911329261164,Maine,2020-06-23
8585,red,27,1350141,1.9997911329261164,Maine,2020-04-25
8645,red,27,1350141,1.9997911329261164,Maine,2020-06-24
8646,red,27,1350141,1.9997911329261164,Maine,2020-06-25
8643,red,27,1350141,1.9997911329261164,Maine,2020-06-22
8573,red,27,1350141,1.9997911329261164,Maine,2020-04-13
8587,red,27,1350141,1.9997911329261164,Maine,2020-04-27
8565,red,27,1350141,1.9997911329261164,Maine,2020-04-05
8566,red,27,1350141,1.9997911329261164,Maine,2020-04-06
8579,red,27,1350141,1.9997911329261164,Maine,2020-04-19
8648,red,27,1350141,1.9997911329261164,Maine,2020-06-27
21346,red,172,8590563,2.002197062055188,Virginia,2020-04-06
17549,red,64,3189068,2.0068559215419675,Puerto Rico,2020-05-13
17557,red,64,3189068,2.0068559215419675,Puerto Rico,2020-05-21
12393,red,63,3138259,2.0074824926814516,Nevada,2020-03-30
18361,red,105,5218040,2.0122498102735893,South Carolina,2020-04-03
18791,red,18,892717,2.0163164810348633,South Dakota,2020-04-07
22214,red,36,1784787,2.017047412380301,West Virginia,2020-04-22
22257,red,36,1784787,2.017047412380301,West Virginia,2020-06-04
22281,red,36,1784787,2.017047412380301,West Virginia,2020-06-28
2702,yellow,72,3557006,2.0241742634114197,Connecticut,2020-07-15
5649,red,37,1826913,2.0252743288815616,Idaho,2020-06-10
5650,red,37,1826913,2.0252743288815616,Idaho,2020-06-11
5644,red,37,1826913,2.0252743288815616,Idaho,2020-06-05
21760,red,156,7693612,2.027656190616319,Washington,2020-03-25
14534,red,215,10600823,2.0281444185984427,North Carolina,2020-04-10
2167,red,118,5807719,2.0317787413612813,Colorado,2020-03-28
7718,red,91,4477251,2.032497172930443,Kentucky,2020-04-10
898,red,151,7421401,2.034656259646932,Arizona,2020-04-06
11633,red,22,1080577,2.0359493122655765,Montana,2020-06-30
13679,red,43,2106319,2.0414761486745356,New Mexico,2020-04-07
9834,red,204,9966555,2.0468456753612454,Michigan,2020-03-27
1748,red,806,39368078,2.0473440435674815,California,2020-04-04
19211,red,141,6886834,2.0473849086532363,Tennessee,2020-04-01
12942,yellow,28,1366275,2.049367806627509,New Hampshire,2020-07-31
12950,yellow,28,1366275,2.049367806627509,New Hampshire,2020-08-08
12951,yellow,28,1366275,2.049367806627509,New Hampshire,2020-08-09
12985,yellow,28,1366275,2.049367806627509,New Hampshire,2020-09-12
12952,yellow,28,1366275,2.049367806627509,New Hampshire,2020-08-10
12941,yellow,28,1366275,2.049367806627509,New Hampshire,2020-07-30
12953,yellow,28,1366275,2.049367806627509,New Hampshire,2020-08-11
2711,yellow,73,3557006,2.052287794847689,Connecticut,2020-07-24
16295,red,82,3980783,2.0598962565907257,Oklahoma,2020-06-06
23121,red,12,582328,2.060694316605075,Wyoming,2020-06-16
23083,red,12,582328,2.060694316605075,Wyoming,2020-05-09
23104,red,12,582328,2.060694316605075,Wyoming,2020-05-30
23084,red,12,582328,2.060694316605075,Wyoming,2020-05-10
23094,red,12,582328,2.060694316605075,Wyoming,2020-05-20
23093,red,12,582328,2.060694316605075,Wyoming,2020-05-19
23053,red,12,582328,2.060694316605075,Wyoming,2020-04-09
23103,red,12,582328,2.060694316605075,Wyoming,2020-05-29
23102,red,12,582328,2.060694316605075,Wyoming,2020-05-28
23101,red,12,582328,2.060694316605075,Wyoming,2020-05-27
23100,red,12,582328,2.060694316605075,Wyoming,2020-05-26
23079,red,12,582328,2.060694316605075,Wyoming,2020-05-05
23122,red,12,582328,2.060694316605075,Wyoming,2020-06-17
23050,red,12,582328,2.060694316605075,Wyoming,2020-04-06
23092,red,12,582328,2.060694316605075,Wyoming,2020-05-18
5269,red,29,1407006,2.061114167245911,Hawaii,2020-07-26
20064,red,67,3249879,2.0616152170588506,Utah,2020-04-02
17560,red,66,3189068,2.069570169090154,Puerto Rico,2020-05-24
44,red,102,4921532,2.072525384372183,Alabama,2020-04-04
22252,red,37,1784787,2.0730765071686426,West Virginia,2020-05-30
22253,red,37,1784787,2.0730765071686426,West Virginia,2020-05-31
22209,red,37,1784787,2.0730765071686426,West Virginia,2020-04-17
22254,red,37,1784787,2.0730765071686426,West Virginia,2020-06-01
22255,red,37,1784787,2.0730765071686426,West Virginia,2020-06-02
8650,red,28,1350141,2.0738574711826394,Maine,2020-06-29
8567,red,28,1350141,2.0738574711826394,Maine,2020-04-07
8568,red,28,1350141,2.0738574711826394,Maine,2020-04-08
8578,red,28,1350141,2.0738574711826394,Maine,2020-04-18
8734,red,28,1350141,2.0738574711826394,Maine,2020-09-21
8649,red,28,1350141,2.0738574711826394,Maine,2020-06-28
8647,red,28,1350141,2.0738574711826394,Maine,2020-06-26
8662,red,28,1350141,2.0738574711826394,Maine,2020-07-11
8580,red,28,1350141,2.0738574711826394,Maine,2020-04-20
8742,red,28,1350141,2.0738574711826394,Maine,2020-09-29
8572,red,28,1350141,2.0738574711826394,Maine,2020-04-12
8569,red,28,1350141,2.0738574711826394,Maine,2020-04-09
8570,red,28,1350141,2.0738574711826394,Maine,2020-04-10
8760,red,28,1350141,2.0738574711826394,Maine,2020-10-17
8759,red,28,1350141,2.0738574711826394,Maine,2020-10-16
8735,red,28,1350141,2.0738574711826394,Maine,2020-09-22
8598,red,28,1350141,2.0738574711826394,Maine,2020-05-08
22622,red,121,5832655,2.074526952134148,Wisconsin,2020-04-04
21761,red,160,7693612,2.0796473749910964,Washington,2020-03-26
5648,red,38,1826913,2.0800114729053876,Idaho,2020-06-09
5651,red,38,1826913,2.0800114729053876,Idaho,2020-06-12
11119,red,128,6151548,2.0807770661953704,Missouri,2020-04-03
16291,red,83,3980783,2.0850169426467104,Oklahoma,2020-06-02
20485,red,13,623347,2.0855157721140873,Vermont,2020-03-28
20696,green,13,623347,2.0855157721140873,Vermont,2020-10-25
6864,red,66,3163561,2.0862565950206116,Iowa,2020-04-08
14967,red,16,765309,2.090658805789557,North Dakota,2020-04-17
16728,red,89,4241507,2.0983108126427705,Oregon,2020-06-13
14535,red,223,10600823,2.1036102574300126,North Carolina,2020-04-11
3444,red,15,712816,2.1043298691387395,District of Columbia,2020-03-27
2709,yellow,75,3557006,2.1085148577202286,Connecticut,2020-07-22
8128,red,98,4645318,2.109651050799967,Louisiana,2020-03-25
16234,red,84,3980783,2.1101376287026947,Oklahoma,2020-04-06
16289,red,84,3980783,2.1101376287026947,Oklahoma,2020-05-31
11979,red,41,1937552,2.116072239609569,Nebraska,2020-04-11
12940,yellow,29,1366275,2.122559514007063,New Hampshire,2020-07-29
12912,yellow,29,1366275,2.122559514007063,New Hampshire,2020-07-01
12911,yellow,29,1366275,2.122559514007063,New Hampshire,2020-06-30
12909,yellow,29,1366275,2.122559514007063,New Hampshire,2020-06-28
12946,yellow,29,1366275,2.122559514007063,New Hampshire,2020-08-04
12986,yellow,29,1366275,2.122559514007063,New Hampshire,2020-09-13
12943,yellow,29,1366275,2.122559514007063,New Hampshire,2020-08-01
3023,red,21,986809,2.128071389701553,Delaware,2020-04-01
22256,red,38,1784787,2.1291056019569843,West Virginia,2020-06-03
22210,red,38,1784787,2.1291056019569843,West Virginia,2020-04-18
22207,red,38,1784787,2.1291056019569843,West Virginia,2020-04-15
22208,red,38,1784787,2.1291056019569843,West Virginia,2020-04-16
22282,red,38,1784787,2.1291056019569843,West Virginia,2020-06-29
22211,red,38,1784787,2.1291056019569843,West Virginia,2020-04-19
15807,red,249,11693217,2.1294396571961336,Ohio,2020-04-05
19645,red,626,29360759,2.1320974706410007,Texas,2020-04-09
5654,red,39,1826913,2.1347486169292136,Idaho,2020-06-15
5600,red,39,1826913,2.1347486169292136,Idaho,2020-04-22
5652,red,39,1826913,2.1347486169292136,Idaho,2020-06-13
5653,red,39,1826913,2.1347486169292136,Idaho,2020-06-14
16292,red,85,3980783,2.1352583147586794,Oklahoma,2020-06-03
16290,red,85,3980783,2.1352583147586794,Oklahoma,2020-06-01
2703,yellow,76,3557006,2.1366283891564986,Connecticut,2020-07-16
10288,red,121,5657342,2.138813598329392,Minnesota,2020-04-24
899,red,159,7421401,2.142452617773922,Arizona,2020-04-07
3875,red,466,21733312,2.144173883851665,Florida,2020-04-01
18362,red,112,5218040,2.146399797625162,South Carolina,2020-04-04
8743,red,29,1350141,2.1479238094391624,Maine,2020-09-30
8651,red,29,1350141,2.1479238094391624,Maine,2020-06-30
8639,red,29,1350141,2.1479238094391624,Maine,2020-06-18
8571,red,29,1350141,2.1479238094391624,Maine,2020-04-11
8600,red,29,1350141,2.1479238094391624,Maine,2020-05-10
8661,red,29,1350141,2.1479238094391624,Maine,2020-07-10
8599,red,29,1350141,2.1479238094391624,Maine,2020-05-09
8763,red,29,1350141,2.1479238094391624,Maine,2020-10-20
8642,red,29,1350141,2.1479238094391624,Maine,2020-06-21
8750,red,29,1350141,2.1479238094391624,Maine,2020-10-07
900,red,160,7421401,2.1559271625397955,Arizona,2020-04-08
16256,red,86,3980783,2.1603790008146637,Oklahoma,2020-04-28
16258,red,86,3980783,2.1603790008146637,Oklahoma,2020-04-30
17552,red,69,3189068,2.1636415404124336,Puerto Rico,2020-05-16
2708,yellow,77,3557006,2.1647419205927685,Connecticut,2020-07-21
2738,yellow,77,3557006,2.1647419205927685,Connecticut,2020-08-20
2735,yellow,77,3557006,2.1647419205927685,Connecticut,2020-08-17
2734,yellow,77,3557006,2.1647419205927685,Connecticut,2020-08-16
2733,yellow,77,3557006,2.1647419205927685,Connecticut,2020-08-15
2699,yellow,77,3557006,2.1647419205927685,Connecticut,2020-07-12
11980,red,42,1937552,2.167683757648827,Nebraska,2020-04-12
45,red,107,4921532,2.174119765959055,Alabama,2020-04-05
21347,red,187,8590563,2.1768072709553494,Virginia,2020-04-07
1333,red,66,3030522,2.177842629091622,Arkansas,2020-04-15
1357,red,66,3030522,2.177842629091622,Arkansas,2020-05-09
1335,red,66,3030522,2.177842629091622,Arkansas,2020-04-17
1338,red,66,3030522,2.177842629091622,Arkansas,2020-04-20
20065,red,71,3249879,2.1846967225549014,Utah,2020-04-03
22283,red,39,1784787,2.1851346967453256,West Virginia,2020-06-30
16299,red,87,3980783,2.1854996868706484,Oklahoma,2020-06-10
16294,red,87,3980783,2.1854996868706484,Oklahoma,2020-06-05
16257,red,87,3980783,2.1854996868706484,Oklahoma,2020-04-29
539,red,16,731158,2.188309503554635,Alaska,2020-06-12
538,red,16,731158,2.188309503554635,Alaska,2020-06-11
5601,red,40,1826913,2.189485760953039,Idaho,2020-04-23
5599,red,40,1826913,2.189485760953039,Idaho,2020-04-21
5598,red,40,1826913,2.189485760953039,Idaho,2020-04-20
5655,red,40,1826913,2.189485760953039,Idaho,2020-06-16
10691,red,65,2966786,2.1909231066885178,Mississippi,2020-04-01
2704,yellow,78,3557006,2.192855452029038,Connecticut,2020-07-17
17561,red,70,3189068,2.1949986641865276,Puerto Rico,2020-05-25
12949,red,30,1366275,2.195751221386617,New Hampshire,2020-08-07
12910,red,30,1366275,2.195751221386617,New Hampshire,2020-06-29
12944,red,30,1366275,2.195751221386617,New Hampshire,2020-08-02
12908,red,30,1366275,2.195751221386617,New Hampshire,2020-06-27
12945,red,30,1366275,2.195751221386617,New Hampshire,2020-08-03
12906,red,30,1366275,2.195751221386617,New Hampshire,2020-06-25
12947,red,30,1366275,2.195751221386617,New Hampshire,2020-08-05
12948,red,30,1366275,2.195751221386617,New Hampshire,2020-08-06
12907,red,30,1366275,2.195751221386617,New Hampshire,2020-06-26
16235,red,88,3980783,2.2106203729266327,Oklahoma,2020-04-07
2732,yellow,79,3557006,2.2209689834653075,Connecticut,2020-08-14
2710,yellow,79,3557006,2.2209689834653075,Connecticut,2020-07-23
8575,red,30,1350141,2.2219901476956854,Maine,2020-04-15
8640,red,30,1350141,2.2219901476956854,Maine,2020-06-19
8641,red,30,1350141,2.2219901476956854,Maine,2020-06-20
8601,red,30,1350141,2.2219901476956854,Maine,2020-05-11
8767,red,30,1350141,2.2219901476956854,Maine,2020-10-24
8764,red,30,1350141,2.2219901476956854,Maine,2020-10-21
8765,red,30,1350141,2.2219901476956854,Maine,2020-10-22
8576,red,30,1350141,2.2219901476956854,Maine,2020-04-16
8577,red,30,1350141,2.2219901476956854,Maine,2020-04-17
8574,red,30,1350141,2.2219901476956854,Maine,2020-04-14
8736,red,30,1350141,2.2219901476956854,Maine,2020-09-23
8740,red,30,1350141,2.2219901476956854,Maine,2020-09-27
8766,red,30,1350141,2.2219901476956854,Maine,2020-10-23
8741,red,30,1350141,2.2219901476956854,Maine,2020-09-28
8752,red,30,1350141,2.2219901476956854,Maine,2020-10-09
8753,red,30,1350141,2.2219901476956854,Maine,2020-10-10
8758,red,30,1350141,2.2219901476956854,Maine,2020-10-15
8761,red,30,1350141,2.2219901476956854,Maine,2020-10-18
8751,red,30,1350141,2.2219901476956854,Maine,2020-10-08
8762,red,30,1350141,2.2219901476956854,Maine,2020-10-19
1749,red,875,39368078,2.22261295052301,California,2020-04-05
