OBJECTID,Place,תאריך,שעות שהייה,lng,lat
1277695,ארקפה - תל אביב יפו,2/7/2020,13:00 - 13:30,34.79962890000010,32.120510600000000
1277696,שיש אריאל - שיש טבעי לריצוף וחיפוי - נתניה,2/7/2020,09:00 - 10:00,34.86392680000010,32.28090370000010
1277697,ספייס - רמת השרון,29/6/2020,17:00 - 18:30,34.83995220000000,32.14848740000010
1277698,ספייס - רמת השרון,28/6/2020,15:00 - 16:00,34.83995220000000,32.14848740000010
1277699,ספייס - רמת השרון,1/7/2020,17:00 - 18:00,34.83995220000000,32.14848740000010
1277700,"חֹד אסף תעשיות בע""מ | ייצור פלדה | מוצרי מתכת לתעשייה - עכו",5/7/2020,07:00 - 18:00,35.09289600000010,32.89089400000010
1277701,סופרמרקט ברקת - תל אביב יפו,3/7/2020,11:00 - 12:30,34.777756700000100,32.04778210000010
1277702,האופה מבגדד - תל אביב יפו,3/7/2020,12:30 - 13:00,34.77792640000010,32.04767960000000
1277703,בית הפירות - ירושלים,1/7/2020,15:00 - 16:30,35.19754160000010,31.73309560000010
1277704,קניון איילון - רמת גן,30/6/2020,14:30 - 17:00,34.825458500000000,32.099078500000100
1277705,קפה גן סיפור - הרצליה,29/6/2020,12:30 - 14:00,34.82148150000010,32.16562920000010
1277706,חוות האביב - גן חיים,29/6/2020,17:00 - 18:00,34.90233000000010,32.19624200000000
1277707,סטודיו סיגל כפר סבא - Kefar Sava,1/7/2020,17:00 - 18:30,34.91048530000010,32.18433130000010
1277708,וייב - רמת גן,1/7/2020,08:00 - 10:00,34.81430190000000,32.08778010000000
1277709,משרד הפנים - ירושלים,1/7/2020,12:00 - 13:30,35.22167330000010,31.780376000000000
1277710,רמי לוי שיווק השיקמה כפר סבא - כפר סבא,1/7/2020,11:00 - 13:30,34.92670640000010,32.172848300000100
1277711,חוף אכדיה - הרצליה,3/7/2020,10:00 - 12:00,34.798888900000100,32.17055560000010
1277712,מתחם הפיטנס של אילת - אילת,28/6/2020,11:00 - 13:00,34.959448800000100,29.563073600000100
1277713,קינג סטור - ראש העין,3/7/2020,15:30 - 17:00,34.94985950000010,32.11199080000010
1277714,קפה לנדוור - עין שמר,5/7/2020,11:00 - 11:30,34.992656700000100,32.46540640000010
1277715,קפה לנדוור - עין שמר,5/7/2020,20:00 - 21:30,34.992656700000100,32.46540640000010
1277716,פילאטיס סטודיו - תל אביב יפו,5/7/2020,19:30 - 20:30,34.78733100000010,32.09115440000010
1277717,"שדרות ההסתדרות 279, חיפה",4/7/2020,14:00 - 15:30,35.07159420000010,32.812902300000100
1277718,כובעי פוקס - בני ברק,1/7/2020,11:00 - 12:00,34.835141400000100,32.08464840000010
1277719,פאביו FABIO - בני ברק,1/7/2020,12:00 - 13:00,34.83235330000010,32.085989400000100
1277720,סופר-פארם שנקין - תל אביב יפו,1/7/2020,09:30 - 17:00,34.77694550000010,32.06835540000000
1277721,קוקו במבינו - Coco Bambino - תל אביב יפו,30/6/2020,20:30 - 23:00,34.76964820000010,32.07028020000010
1277722,מלון דן פנורמה אילת - אילת,1/7/2020,13:30 - 18:30,34.95850610000010,29.55257510000010
1277723,ביטלס - אילת,1/7/2020,23:00 - 02:00,34.95242820000000,29.551125400000000
1277724,מלון דן פנורמה אילת - אילת,2/7/2020,10:00 - 10:30,34.95850610000010,29.55257510000010
1277725,מלון דן פנורמה אילת - אילת,2/7/2020,10:30 - 14:00,34.95850610000010,29.55257510000010
1277726,אייסמול אילת - ICE MALL EILAT - אילת,2/7/2020,15:30 - 18:00,34.965603000000000,29.55410900000000
1277727,החוף של מוש - אילת,4/7/2020,12:00 - 14:00,34.94570200000000,29.53903690000000
1277728,"תרשיש 1, אילת",4/7/2020,23:30 - 00:30,34.95671650000000,29.55183640000010
1277729,מלון דן פנורמה אילת - אילת,4/7/2020,10:30 - 11:00,34.95850610000010,29.55257510000010
1277730,מלון דן פנורמה אילת - אילת,3/7/2020,10:30 - 11:00,34.95850610000010,29.55257510000010
1277731,"מוסך אריה בע""מ - רמת השרון",28/6/2020,13:45 - 15:30,34.844034700000100,32.13695000000010
1277732,דואר ישראל - תל אביב יפו,28/6/2020,17:30 - 18:00,34.79172170000000,32.104075300000000
1277733,"התעשייה 25, רעננה",2/7/2020,10:30 - 18:00,34.87643440000010,32.196100100000000
1277734,כללית - רעננה,3/7/2020,10:45 - 11:15,34.866345000000000,32.183456000000000
1277735,חוף זבולון - הרצליה,29/6/2020,17:00 - 19:00,34.80185300000010,32.173992000000100
1277736,כל כיפוף המרכז - טירה,1/7/2020,14:00 - 15:00,34.980439500000000,32.23157270000010
1277737,Meonot Ruppin (New) - ,28/6/2020,08:00 - 23:30,34.91498560000010,32.34169730000010
1277738,"ויצמן‬ 16, תל אביב יפו",2/7/2020,07:00 - 16:00,34.78936580000000,32.081655100000000
1277739,"סיגליות 8, פתח תקווה",28/6/2020,08:00 - 22:00,34.889708400000100,32.07220830000010
1277740,"סיגליות 8, פתח תקווה",29/6/2020,08:00 - 22:00,34.889708400000100,32.07220830000010
1277741,איטלקיה בפשפשים - תל אביב יפו,3/7/2020,20:00 - 21:00,34.75671890000010,32.05290000000010
1277742,גרעיני עפולה החמניה טבריה - טבריה,3/7/2020,11:00 - 11:30,35.53305960000010,32.793142000000000
1277743,גרעיני עפולה - טבריה,3/7/2020,10:30 - 11:00,35.53936230000010,32.78793770000000
1277744,מחסני תאורה - טבריה - טבריה,7/7/2020,14:00 - 14:30,35.53366900000000,32.78968280000000
1277745,מחסני תאורה - טבריה - טבריה,6/7/2020,19:30 - 20:00,35.53366900000000,32.78968280000000
1277746,בית כנסת קהילת ישראל - אשדוד,3/7/2020,19:30 - 21:00,34.65429670000000,31.78806430000000
1277747,בית כנסת קהילת ישראל - אשדוד,4/7/2020,07:00 - 10:30,34.65429670000000,31.78806430000000
1277748,"חיים לבנון 2, תל אביב יפו",4/7/2020,10:00 - 11:00,34.79618970000010,32.10318840000010
1277749,טוונטי פור סבן - שדרות,2/7/2020,11:00 - 12:00,34.59514270000010,31.521253700000000
1277750,יוחננוף - רחובות,30/6/2020,09:00 - 10:00,34.78985000000010,31.894348200000000
1277751,יוחננוף - רחובות,6/7/2020,14:00 - 15:00,34.78985000000010,31.894348200000000
1277752,Ranin Fitness Studio - חיפה,29/6/2020,21:30 - 22:30,34.99826200000010,32.81842690000010
1277753,גרייט שייפ - רעננה,28/6/2020,21:00 - 23:00,34.87152020000010,32.18152870000010
1277754,נינה ביאנכה - קרית עקרון,28/6/2020,13:00 - 15:30,34.812208300000100,31.861500500000000
1277755,קניון עזריאלי רמלה - רמלה,30/6/2020,21:30 - 22:00,34.86396290000010,31.925754900000100
1277756,אולמי סיטי סטאר - אור יהודה,1/7/2020,19:30 - 00:30,34.85034360000000,32.03333360000010
1277757,קניון לוד סנטר - לוד,3/7/2020,10:00 - 10:30,34.89169840000010,31.945441500000100
1277758,אושר עד לוד - לוד,29/6/2020,14:00 - 15:00,34.89045220000000,31.95398380000010
1277759,אולמי אצילה - אולם אירועים ברמלה - רמלה,28/6/2020,20:30 - 23:00,34.88127670000010,31.931855600000100
1277760,לחם בשר הרצליה - הרצליה,2/7/2020,14:00 - 15:30,34.79596830000000,32.163603600000000
1277761,מגה בעיר - ראשון לציון,2/7/2020,12:00 - 13:00,34.77389720000010,31.975680000000100
1277762,זארה - ראשון לציון,29/6/2020,12:00 - 14:00,34.774427400000000,31.99010670000010
1277763,דואר ראשון לציון - ראשון לציון,2/7/2020,12:00 - 13:00,34.77389720000010,31.975680000000100
1277764,סופר-פארם קניון הזהב - ראשון לציון,29/6/2020,12:00 - 14:00,34.774427400000000,31.99010670000010
1277765,Carter's - ראשון לציון,29/6/2020,12:00 - 14:00,34.77434880000000,31.989917000000000
1277766,בית כנסת אור תורה - פרדס חנה כרכור,1/7/2020,09:00 - 12:00,34.979074000000000,32.469543800000100
1277767,ללין - באר שבע,28/6/2020,20:00 - 21:30,34.81087240000010,31.24252950000010
1277768,תמנון - באר שבע,28/6/2020,20:00 - 21:30,34.81232830000010,31.24197280000000
1277769,ביגה באר שבע - באר שבע,28/6/2020,21:30 - 22:30,34.81148490000000,31.24430280000010
1277770,סופר-פארם ערד - ערד,28/6/2020,15:30 - 22:30,35.209231300000100,31.25925120000010
1277771,Yenot Bitan - ערד,30/6/2020,19:00 - 20:30,35.20118270000010,31.24816590000010
1277772,סופר-פארם ערד - ערד,1/7/2020,08:00 - 16:00,35.209231300000100,31.25925120000010
1277773,אופרייט ליס - ראשון לציון,1/7/2020,10:00 - 10:30,34.76934070000000,31.99165270000000
1277774,"שדרות רוטשילד 45, תל אביב יפו",29/6/2020,22:00 - 23:30,34.77455400000010,32.06428070000000
1277775,בליקר בייקרי - פתח תקווה,28/6/2020,19:45 - 20:30,34.860633000000100,32.088249000000100
1277776,קניון איילון - רמת גן,29/6/2020,16:00 - 16:30,34.825458500000000,32.099078500000100
1277777,קניון איילון - רמת גן,29/6/2020,16:30 - 17:00,34.825458500000000,32.099078500000100
1277778,אושר עד בני ברק - בני ברק,29/6/2020,17:00 - 19:00,34.83010420000010,32.09893020000000
1277779,"דרך קיבוץ גלויות 150, תל אביב יפו",30/6/2020,07:30 - 17:00,34.784487100000000,32.046930400000100
1277780,"דרך קיבוץ גלויות 150, תל אביב יפו",28/6/2020,07:30 - 17:00,34.784487100000000,32.046930400000100
1277781,כסיפה - Kuseife,30/6/2020,20:00 - 21:00,35.08368100000010,31.249246000000000
1277782,כללית - כסיפה,1/7/2020,09:30 - 10:00,35.082868000000100,31.249581000000000
1277783,מרכנתיל - באר שבע,2/7/2020,12:00 - 13:00,34.798315900000000,31.25513840000010
1277784,מכבי טבעי רפואה משלימה - פתח תקווה,1/7/2020,15:30 - 17:00,34.86491620000000,32.094831800000100
1277785,אלטשולר שחם בית השקעות - תל אביב יפו,28/6/2020,08:00 - 17:00,34.838404000000000,32.10855800000010
1277786,קניון איילון - רמת גן,29/6/2020,18:00 - 21:00,34.81175230000010,32.090674500000000
1277787,מיזו סושי בר - Mizu Sushi Bar - ראשון לציון,28/6/2020,20:00 - 21:00,34.732543200000100,31.998829700000000
1277788,במבו וילג' - נתניה,1/7/2020,12:00 - 20:00,34.83387940000010,32.27327950000010
1277789,במבו וילג' - נתניה,3/7/2020,12:00 - 16:00,34.83387940000010,32.27327950000010
1277790,קניון שער ראשון - ראשון לציון,2/7/2020,18:00 - 19:00,34.78527070000010,31.96755200000010
1277791,סופר ברקת - ראשון לציון,30/6/2020,16:00 - 16:30,34.77879750000010,31.963282700000000
1277792,יש חסד - בני ברק,2/7/2020,16:30 - 17:00,34.83888060000000,32.09083890000010
1277793,קניון ארנה הרצליה - הרצליה,3/7/2020,10:30 - 11:30,34.79689350000010,32.163649400000100
1277794,ברכת השם - בני ברק,30/6/2020,14:30 - 15:00,34.83542740000010,32.08104750000010
1277795,"הרב עוזיאל 41, בני ברק",30/6/2020,22:00 - 23:30,34.83992000000010,32.073088400000100
1277796,שופרסל שלי - גבעתיים,5/7/2020,12:00 - 12:30,34.80838230000010,32.07410550000000
1277797,גמבו סטוק - תל אביב יפו,2/7/2020,14:00 - 14:30,34.79332100000010,32.065526000000000
1277798,חוש הטעם - גבעתיים,1/7/2020,20:00 - 20:15,34.80875880000010,32.07344030000010
1277799,רגעים - קרית עקרון,30/6/2020,17:00 - 23:59,34.81401470000000,31.862964600000100
1277800,רגעים - קרית עקרון,29/6/2020,17:00 - 23:59,34.81401470000000,31.862964600000100
1277801,רגעים - קרית עקרון,28/6/2020,19:00 - 23:59,34.81401470000000,31.862964600000100
1277802,איקאה נתניה - נתניה,1/7/2020,16:00 - 17:00,34.86064950000010,32.27473760000000
1277803,אושר עד - סניף חדרה - Hadera,3/7/2020,07:30 - 09:00,34.919651800000100,32.434045800000000
1277804,"הרב יעקב לנדא 2, בני ברק",1/7/2020,08:00 - 08:30,34.83360920000010,32.07980440000010
1277805,אוסליבן - מודיעין מכבים רעות,5/7/2020,21:00 - 23:30,34.96220500000000,31.888881000000000
1277806,שופרסל ברמת גן - רמת גן,2/7/2020,19:00 - 19:30,34.828117200000100,32.06127230000000
1277807,עתיקה - קריית ביאליק,30/6/2020,15:30 - 17:00,35.077453700000000,32.81716380000010
1277808,Y-Center - פתח תקווה,28/6/2020,18:00 - 19:00,34.86014710000010,32.088409400000000
1277809,קניון עזריאלי הנגב - באר שבע,2/7/2020,18:30 - 19:00,34.794618900000000,31.24372600000000
1277810,"החרושת 10, רמת השרון",2/7/2020,16:00 - 18:00,34.85872710000010,32.12868340000010
1277811,Meonot Ruppin (New) - ,5/7/2020,08:00 - 23:30,34.91498560000010,32.34169730000010
1277812,Meonot Ruppin (New) - ,29/6/2020,08:00 - 23:30,34.91498560000010,32.34169730000010
1277813,Meonot Ruppin (New) - ,8/7/2020,08:00 - 12:00,34.91498560000010,32.34169730000010
1277814,Meonot Ruppin (New) - ,30/6/2020,08:00 - 23:30,34.91498560000010,32.34169730000010
1277815,Meonot Ruppin (New) - ,7/7/2020,08:00 - 23:30,34.91498560000010,32.34169730000010
1277816,Meonot Ruppin (New) - ,1/7/2020,08:00 - 23:30,34.91498560000010,32.34169730000010
1277817,Meonot Ruppin (New) - ,2/7/2020,08:00 - 23:30,34.91498560000010,32.34169730000010
1277818,Meonot Ruppin (New) - ,3/7/2020,08:00 - 23:30,34.91498560000010,32.34169730000010
1277819,Meonot Ruppin (New) - ,4/7/2020,08:00 - 23:30,34.91498560000010,32.34169730000010
1277820,מרכז שיקום אילנית נוער ילדים ומבוגרים - פרדס חנה כרכור,1/7/2020,08:00 - 15:30,34.97459900000010,32.492776900000000
1277821,כסיפה - Kuseife,1/7/2020,18:00 - 18:30,35.08368100000010,31.249246000000000
1277822,בנק אוצר החייל - באר שבע,2/7/2020,11:30 - 12:00,34.775963800000100,31.240035500000000
1277823,בנק הפועלים - פתח תקווה,28/6/2020,12:00 - 13:00,34.887019000000100,32.08764030000000
1277824,"שפיגל זוסיה 1, פתח תקווה",28/6/2020,15:00 - 16:00,34.887366600000100,32.087969600000100
1277825,גן הפקאן - נתיבות,30/6/2020,17:30 - 19:30,34.59550090000010,31.419871400000000
1277826,סטאר סנטר אשדוד - אשדוד,30/6/2020,17:40 - 19:00,34.65663960000010,31.810227200000000
1277827,iDigital - אשדוד,3/7/2020,10:30 - 11:00,34.663779300000000,31.77648860000010
1277828,Billabong - אשדוד,3/7/2020,10:00 - 10:30,34.66415340000000,31.77641980000000
1277829,באדאבום אשדוד - אשדוד,1/7/2020,21:30 - 23:00,34.638904500000000,31.792817100000000
1277830,מכבי רמת השרון - רמת השרון,4/7/2020,09:00 - 16:00,34.84393330000010,32.138537400000100
1277831,מכבי רמת השרון - רמת השרון,1/7/2020,19:00 - 22:30,34.84393330000010,32.138537400000100
1277832,מרכז שניידר לרפואת ילדים בישראל - פתח תקווה,28/6/2020,08:00 - 16:00,34.86782900000000,32.088012900000000
1277833,"מרכז ספורט רמת אביב ג' בע""מ - תל אביב יפו",29/6/2020,20:00 - 21:00,34.80132620000010,32.12771350000000
1277834,בשרים 206 - תל אביב יפו,4/7/2020,19:00 - 23:30,34.825229500000000,32.12438660000000
1277835,נתח קצבים | אטליז בקריית שמונה | קצבייה כשרה - קרית שמונה,2/7/2020,08:00 - 15:30,35.57526070000010,33.198612800000000
1277836,אולמי אירועים ברון - קרית שמונה,29/6/2020,00:00 - 02:00,35.57737330000000,33.19804140000010
1277837,נתח קצבים | אטליז בקריית שמונה | קצבייה כשרה - קרית שמונה,1/7/2020,07:00 - 15:30,35.57526070000010,33.198612800000000
1277838,נתח קצבים | אטליז בקריית שמונה | קצבייה כשרה - קרית שמונה,28/6/2020,07:00 - 15:30,35.57526070000010,33.198612800000000
1277839,אולמי אירועים ברון - קרית שמונה,29/6/2020,20:00 - 23:30,35.57737330000000,33.19804140000010
1277840,רמי לוי נתיבות - Beit HaGadi,1/7/2020,09:00 - 10:30,34.614869300000100,31.417398500000000
1277841,יעקב עיצוב שיער - רחובות,5/7/2020,15:00 - 17:00,34.81201630000000,31.891139000000100
1277842,"המסגר 9, תל אביב יפו",29/6/2020,09:00 - 20:00,34.78462650000010,32.06213720000010
1277843,"המסגר 9, תל אביב יפו",30/6/2020,09:00 - 20:00,34.78462650000010,32.06213720000010
1277844,גרייט שייפ - באר שבע,1/7/2020,21:30 - 23:00,34.81276900000010,31.244633200000100
1277845,שילב - באר שבע,3/7/2020,09:00 - 09:30,34.81055050000000,31.243885500000000
1277846,עידן 2000 - באר שבע,3/7/2020,09:30 - 10:00,34.812091800000100,31.242458300000100
1277847,רמי לוי שיווק השקמה - באר שבע סניף קניון ביג - באר שבע,30/6/2020,14:00 - 15:00,34.81184160000000,31.24126320000010
1277848,גרייט שייפ - באר שבע,28/6/2020,21:30 - 23:00,34.81276900000010,31.244633200000100
1277849,סורוקה מיון/וינגייט - באר שבע,3/7/2020,16:00 - 21:00,34.79976700000000,31.25548200000000
1277850,בריאותא באר שבע - באר שבע,3/7/2020,14:00 - 15:00,34.81190790000010,31.24797570000000
1277851,בית חולים תל השומר - רמת גן,30/6/2020,20:00 - 22:30,34.837893800000100,32.05210610000010
1277852,בית חולים השרון - פתח תקווה,2/7/2020,12:00 - 14:00,34.88181290000010,32.07896470000000
1277853,"חיים ויטאל 7, תל אביב יפו",30/6/2020,20:00 - 22:00,34.76803700000010,32.05655100000010
1277854,"שלמה אבן גבירול 12, תל אביב יפו",1/7/2020,20:00 - 22:00,34.78203640000000,32.072509800000000
1277855,"חיים ויטאל 7, תל אביב יפו",1/7/2020,23:00 - 23:30,34.76803700000010,32.05655100000010
1277856,"דרך מנחם בגין 21, תל אביב יפו",3/7/2020,23:00 - 23:30,34.77950430000000,32.06358170000000
1277857,איקאה - נתניה,6/7/2020,10:00 - 11:30,34.86103970000010,32.27386450000010
1277858,קינג סטור קלאנסווה - קלנסווה,6/7/2020,11:45 - 12:15,34.983938900000100,32.29258470000010
1277859,BBB - הרצליה,1/7/2020,22:30 - 23:00,34.80871920000000,32.15864680000000
1277860,שופרסל דיל פולג - נתניה,3/7/2020,13:00 - 14:00,34.86000350000010,32.275468800000100
1277861,אוניברסיטת תל-אביב - תל אביב יפו,3/7/2020,08:30 - 13:00,34.80438770000010,32.113314100000000
1277862,אקו גן אירועים - חדרה,29/6/2020,19:00 - 23:30,34.91621530000000,32.45927720000000
1277863,פאט ויני חדרה - חדרה,1/7/2020,20:00 - 22:00,34.89491940000010,32.44241860000010
1277864,שופרסל דיל גבעת אולגה - חדרה,2/7/2020,18:00 - 19:00,34.88627400000010,32.440193100000000
1277865,בנדיקט - הרצליה,1/7/2020,22:00 - 23:30,34.80184170000010,32.172847700000000
1277866,תנעמי חומוס-בר - רעננה,1/7/2020,08:00 - 08:30,34.873256000000000,32.18050800000000
1277867,בראסרי - תל אביב יפו,3/7/2020,12:00 - 14:00,34.78159910000010,32.080654200000000
1277868,"חטיבת הנגב 30, אשדוד",2/7/2020,09:00 - 10:00,34.66435050000010,31.799204400000100
1277869,מלון סטאי כנרת - ,3/7/2020,08:00 - 23:30,35.64045330000010,32.83357200000010
1277870,מלון סטאי כנרת - ,4/7/2020,08:00 - 17:00,35.64045330000010,32.83357200000010
1277871,"זיסמן שלום 14, רמת גן",29/6/2020,22:00 - 23:30,34.799475200000100,32.08417330000000
1277872,Ernesto 90 - תל אביב יפו,1/7/2020,20:00 - 22:00,34.77090910000000,32.08157650000000
1277873,ריקושט באר שבע - מרכז ביג - באר שבע,2/7/2020,14:00 - 14:30,34.793422200000100,31.23748980000010
1277874,"שדרות נהר הירדן 1, בית שמש",5/7/2020,12:00 - 13:00,34.99294270000010,31.736390700000100
1277875,פיצה מתי - רחובות,30/6/2020,13:00 - 15:00,34.80817300000010,31.893421300000100
1277876,YOLO - נתניה,29/6/2020,15:35 - 16:00,34.84706760000010,32.279156700000000
1277877,"גרייט שייפ, גדרה - גדרה",29/6/2020,18:30 - 19:45,34.78398200000000,31.804327300000100
1277878,חשמל ישיר - אשדוד,6/7/2020,10:30 - 11:00,34.66828830000000,31.81472400000010
1277879,מגה בעיר - כפר יונה,3/7/2020,08:30 - 10:00,34.93443600000010,32.31813230000010
1277880,אולפני פלוטו - Pluto Studios - תל אביב יפו,1/7/2020,20:00 - 22:30,34.783154000000000,32.05800900000000
1277881,קפה זוריק - תל אביב יפו,1/7/2020,20:00 - 20:30,34.785127200000000,32.09373000000010
1277882,גן הבנים - גדרה,28/6/2020,18:00 - 19:00,34.78322780000010,31.817919500000100
1277883,April - ירושלים,1/7/2020,12:00 - 15:00,35.22466960000000,31.75496030000010
1277884,April - ירושלים,1/7/2020,12:00 - 15:00,35.22466960000000,31.75496030000010
1277885,April - ירושלים,1/7/2020,12:00 - 14:00,35.22466960000000,31.75496030000010
1277886,April - ירושלים,1/7/2020,12:00 - 13:00,35.22466960000000,31.75496030000010
1277887,כפר קאסם - כפר קאסם,30/6/2020,16:00 - 16:30,34.96438600000010,32.11409200000000
1277888,משכן פיס עירוני למוסיקה ואמנויות - רעננה,30/6/2020,18:00 - 19:00,34.877226000000100,32.18887120000010
1277889,"לבונטין 28, תל אביב יפו",30/6/2020,19:30 - 22:30,34.776632300000100,32.06297450000010
1277890,"שלמה אבן גבירול 36, תל אביב יפו",1/7/2020,21:00 - 22:00,34.781735800000000,32.07611620000010
1277891,לאגר אנד אייל - הרצליה,29/6/2020,23:00 - 23:59,34.79577890000010,32.16383520000010
1277892,לאגר אנד אייל - הרצליה,28/6/2020,00:01 - 03:00,34.79577890000010,32.16383520000010
1277893,בית עיריית תל אביב-יפו - תל אביב יפו,28/6/2020,21:30 - 23:00,34.78082770000000,32.08174720000010
1277894,"מטב רחובות - משרדי הנהלה | שירותי סיעוד, עזרה וייעוץ לקשישים - רחובות",1/7/2020,06:30 - 15:00,34.80500520000000,31.911777400000100
1277895,רמי לוי שיווק השקמה - ראשון לציון - ראשון לציון,1/7/2020,16:30 - 18:50,34.768911600000000,31.983913100000100
1277896,מסעדת שטרודל מושבה גרמנית - חיפה,3/7/2020,15:00 - 15:30,34.99038770000000,32.81950710000010
1277897,צבעים בפארק- פארק כפר סבא - Kefar Sava,1/7/2020,09:30 - 12:00,34.92558010000010,32.18195090000010
1277898,פיאנו פיאנו - כפר סבא,1/7/2020,12:30 - 12:50,34.92845200000010,32.17092480000010
1277899,קיסריה - קיסריה,3/7/2020,17:00 - 19:30,34.905456800000000,32.50217640000010
1277900,JIMMYWHO? Bar & Lounge - תל אביב יפו,29/6/2020,00:00 - 05:00,34.77192260000000,32.06300580000000
1277901,רמי לוי שיווק השקמה - ראש העין - ראש העין,2/7/2020,18:00 - 19:30,34.95512650000010,32.10793320000010
1277902,אוטו קלין - פתח תקווה,2/7/2020,08:00 - 08:45,34.89330250000010,32.106314000000100
1277903,אורימא - אירועי בוטיק מבית אודיסאה - באר שבע,1/7/2020,20:00 - 20:30,34.81191890000010,31.22628540000010
1277904,אגדתא - Bnei Reem,1/7/2020,20:30 - 23:00,34.79142000000010,31.76062010000000
1277905,ויקטורי - נתיבות,2/7/2020,20:00 - 21:00,34.59429300000010,31.417344800000000
1277906,כולל מרבה תורה מרבה חיים - פתח תקווה,28/6/2020,08:00 - 13:00,34.889708400000100,32.07220830000010
1277907,פאב הדובים - אילת,1/7/2020,01:00 - 03:00,34.95222220000010,29.55111110000010
1277908,Cafe Optimi Eilat - קפה אופטימי אילת - אילת,3/7/2020,10:30 - 11:30,34.955476900000100,29.55075130000010
1277909,פקטורי 54 - Factory 54 - אילת,3/7/2020,11:30 - 12:30,34.95657830000010,29.55056570000010
1277910,קואופ - נתניה,1/7/2020,13:30 - 14:30,34.85516670000000,32.319991800000000
1277911,לה מאנו בר - רעננה,28/6/2020,23:00 - 23:30,34.88166800000010,32.19201470000010
1277912,רונן בשרים - נתניה,29/6/2020,22:00 - 23:30,34.85091710000010,32.29036730000010
1277913,אגאדיר - הרצליה - הרצליה,4/7/2020,18:00 - 20:00,34.80771200000000,32.16057900000000
1277914,שלוותה - תל אביב יפו,30/6/2020,23:00 - 03:30,34.77519490000000,32.101138900000000
1277915,"דוד ניב 10, באר שבע",30/6/2020,08:00 - 14:00,34.76965530000010,31.238094600000100
1277916,קניון קריית אונו - קרית אונו,28/6/2020,17:00 - 19:30,34.86360680000010,32.05561680000010
1277917,מרכז קהילתי לב אביב - תל אביב יפו,28/6/2020,16:30 - 17:30,34.77276320000000,32.06983390000010
1277918,טרויה - אשדוד,30/6/2020,21:00 - 23:30,34.69942690000010,31.82329660000010
1277919,הסל שלי - גדרה,2/7/2020,10:20 - 10:30,34.783417900000100,31.800276600000100
1277920,Osher Ad - גדרה,2/7/2020,21:00 - 22:00,34.76178050000000,31.802803400000100
1277921,אושר עד - בני ברק,29/6/2020,17:00 - 19:00,34.829138500000100,32.097570200000100
1277922,"החרושת 22, רעננה",27/6/2020,03:00 - 03:45,34.88036630000010,32.19664720000000
1277923,מרכז מרלז - מודיעין מכבים רעות,1/7/2020,21:30 - 23:00,35.01383480000000,31.899868500000000
1277924,רמי לוי שיווק השקמה - אילת,1/7/2020,14:30 - 17:00,34.96188650000010,29.569606900000100
1277925,Nina Sushi Tel Aviv - תל אביב יפו,1/7/2020,12:00 - 14:30,34.76891910000010,32.08259020000000
1277926,קניון עיר ימים - נתניה,29/6/2020,13:00 - 17:00,34.847047400000100,32.27914260000010
1277927,מכולת שכונה מזרחית - נצרת,2/7/2020,19:30 - 23:30,35.276274700000000,32.695487300000000
1277928,מחסני השוק - דימונה,2/7/2020,12:00 - 14:00,35.020998700000100,31.059663500000100
1277929,קניון רננים - רעננה,29/6/2020,14:30 - 17:00,34.87809660000010,32.197447200000100
1277930,קניון רננים - רעננה,1/7/2020,13:00 - 16:00,34.87809660000010,32.197447200000100
1277931,שוק מהדרין - פתח תקווה,29/6/2020,20:00 - 22:00,34.914181900000100,32.06972540000000
1277932,Bilyatcho תכשיטי יוקרה - טייבה,1/7/2020,18:00 - 19:00,35.008176400000000,32.27495690000010
1277933,"היצירה 5, רעננה",30/6/2020,23:00 - 23:59,34.877787700000100,32.194925700000100
1277934,"היצירה 5, רעננה",29/6/2020,00:01 - 01:00,34.877787700000100,32.194925700000100
1277935,לופט אשקלון - אשקלון,1/7/2020,19:30 - 23:30,34.59927200000000,31.673099000000000
1277936,קסיופיאה - הרצליה,1/7/2020,22:00 - 23:30,34.79713000000000,32.16407760000000
1277937,ספייס פיקס רמת השרון Space fix Ramat Hasharon - רמת השרון,1/7/2020,14:00 - 15:00,34.83995220000000,32.14848740000010
1277938,ספייס פיקס רמת השרון Space fix Ramat Hasharon - רמת השרון,30/6/2020,14:00 - 15:00,34.83995220000000,32.14848740000010
1277939,ספייס פיקס רמת השרון Space fix Ramat Hasharon - רמת השרון,28/6/2020,14:00 - 15:00,34.83995220000000,32.14848740000010
1277940,ספייס פיקס רמת השרון Space fix Ramat Hasharon - רמת השרון,2/7/2020,14:00 - 15:00,34.83995220000000,32.14848740000010
1277941,אושר עד - פתח תקווה,1/7/2020,22:00 - 23:00,34.89239410000010,32.105837000000100
1277942,ביג אאוטלט אילת - אילת,2/7/2020,14:00 - 17:00,34.95967480000010,29.566453900000100
1277943,אולמי קונקורד - בני ברק,30/6/2020,21:00 - 23:30,34.825284500000100,32.09362040000010
1277944,פרחים וחיוכים - יהוד,30/6/2020,14:00 - 14:30,34.88840750000000,32.031603000000100
1277945,"בי""ס יובלים - גני תקווה",28/6/2020,08:30 - 14:00,34.87115400000010,32.06466750000000
1277946,קניון עופר סירקין - פתח תקווה,28/6/2020,11:30 - 12:00,34.902483000000100,32.079845900000100
1277947,"א.ד. גורדון 28, פתח תקווה",28/6/2020,19:30 - 23:00,34.898275400000000,32.08857230000010
